date,spy_close,sso_close,sma200,spread,buy_threshold,sell_threshold,spy_20d_volatility,trend_signal,trend_state,signal,position,target_spy_pct,target_sso_pct,target_cash_pct,reason,spy_daily_return,sso_daily_return,strategy_return,strategy_value,spy_benchmark_value,strategy_drawdown,spy_drawdown,spread_cycle,cycle_high_floor,cycle_max_spread,cycle_max_date,in_cycle_high_range,vix_close
2011-02-23,99.700066,2.998758,88.376889,0.128124,89.260658,87.49312,0.128988,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 12.90%, at or below 15%; target 100% SSO.",-0.006144,-0.01312,-0.01312,1726.650639,1151.766869,-0.052574,-0.100732,9,0.130486,0.160289,2011-02-18,False,22.129999
2011-02-24,99.631599,2.997024,88.441046,0.126531,89.325456,87.556635,0.128535,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 12.85%, at or below 15%; target 100% SSO.",-0.000687,-0.000578,-0.000578,1725.651936,1150.975926,-0.053122,-0.101349,9,0.130486,0.160289,2011-02-18,False,21.32
2011-02-25,100.696938,3.059426,88.504459,0.137761,89.389504,87.619415,0.133416,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.34%, at or below 15%; target 100% SSO.",0.010693,0.020822,0.020822,1761.582713,1163.28305,-0.033406,-0.09174,9,0.130486,0.160289,2011-02-18,True,19.219999
2011-02-28,101.320877,3.097561,88.576463,0.14388,89.462228,87.690698,0.115377,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.54%, at or below 15%; target 100% SSO.",0.006196,0.012465,0.012465,1783.54044,1170.490998,-0.021358,-0.086113,9,0.130486,0.160289,2011-02-18,True,18.35
2011-03-01,99.631599,2.99298,88.647889,0.123903,89.534368,87.76141,0.131205,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.12%, at or below 15%; target 100% SSO.",-0.016673,-0.033762,-0.033762,1723.323827,1150.975926,-0.054399,-0.101349,9,0.130486,0.160289,2011-02-18,False,21.01
2011-03-02,99.844666,3.005692,88.720155,0.125389,89.607357,87.832954,0.118658,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.87%, at or below 15%; target 100% SSO.",0.002139,0.004247,0.004247,1730.642978,1153.437333,-0.050383,-0.099428,9,0.130486,0.160289,2011-02-18,False,20.700001
2011-03-03,101.564415,3.10854,88.806828,0.143655,89.694896,87.91876,0.132735,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.27%, at or below 15%; target 100% SSO.",0.017224,0.034218,0.034218,1789.861712,1173.304426,-0.017889,-0.083916,9,0.130486,0.160289,2011-02-18,True,18.6
2011-03-04,100.80349,3.064049,88.892094,0.133998,89.781015,88.003173,0.136142,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.61%, at or below 15%; target 100% SSO.",-0.007492,-0.014313,-0.014313,1764.244272,1164.513975,-0.031946,-0.090779,9,0.130486,0.160289,2011-02-18,True,19.059999
2011-03-07,100.01207,3.014358,88.989215,0.123867,89.879107,88.099323,0.139149,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.91%, at or below 15%; target 100% SSO.",-0.007851,-0.016217,-0.016217,1735.632784,1155.371239,-0.047645,-0.097918,9,0.130486,0.160289,2011-02-18,False,20.66
2011-03-08,100.887154,3.065783,89.084829,0.132484,89.975677,88.19398,0.140875,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 14.09%, at or below 15%; target 100% SSO.",0.00875,0.01706,0.01706,1765.2427,1165.480487,-0.031398,-0.090025,9,0.130486,0.160289,2011-02-18,True,19.82
2011-03-09,100.742599,3.058271,89.184965,0.129592,90.076815,88.293115,0.140062,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 14.01%, at or below 15%; target 100% SSO.",-0.001433,-0.00245,-0.00245,1760.91746,1163.810552,-0.033771,-0.091329,9,0.130486,0.160289,2011-02-18,False,20.219999
2011-03-10,98.878273,2.945024,89.275368,0.107565,90.168122,88.382614,0.154607,No Action,SSO,Rebalance to 50% SSO / 50% SPY,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.46%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.018506,-0.03703,-0.03703,1695.710904,1142.273259,-0.069551,-0.108144,9,0.130486,0.160289,2011-02-18,False,21.879999
2011-03-11,99.563118,2.986047,89.37163,0.114035,90.265347,88.477914,0.157022,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.70%, above 15% through 25%; target 50% SSO / 50% SPY.",0.006926,0.01393,0.010428,1713.393769,1150.184806,-0.059848,-0.101967,9,0.130486,0.160289,2011-02-18,False,20.08
2011-03-14,98.961945,2.950224,89.451435,0.10632,90.34595,88.556921,0.156226,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.62%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.006038,-0.011997,-0.009018,1697.943151,1143.23986,-0.068326,-0.10739,9,0.130486,0.160289,2011-02-18,False,21.129999
2011-03-15,97.828148,2.884355,89.53078,0.092676,90.426088,88.635472,0.159791,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.98%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.011457,-0.022327,-0.016892,1669.26188,1130.14188,-0.084063,-0.117616,9,0.130486,0.160289,2011-02-18,False,24.32
2011-03-16,96.017097,2.775151,89.607963,0.071524,90.504043,88.711884,0.170451,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.05%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.018513,-0.037861,-0.028187,1622.210972,1109.220049,-0.109881,-0.133951,9,0.130486,0.160289,2011-02-18,False,29.4
2011-03-17,97.287849,2.844487,89.681009,0.084821,90.577819,88.784199,0.176887,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.69%, above 15% through 25%; target 50% SSO / 50% SPY.",0.013235,0.024984,0.01911,1653.210638,1123.90018,-0.092871,-0.122489,9,0.130486,0.160289,2011-02-18,False,26.370001
2011-03-18,97.641724,2.867599,89.754401,0.087877,90.651945,88.856857,0.177155,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.72%, above 15% through 25%; target 50% SSO / 50% SPY.",0.003637,0.008125,0.005881,1662.93381,1127.988247,-0.087536,-0.119298,9,0.130486,0.160289,2011-02-18,False,24.440001
2011-03-21,99.154945,2.955423,89.849934,0.103562,90.748433,88.951434,0.18755,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 18.75%, above 15% through 25%; target 50% SSO / 50% SPY.",0.015498,0.030626,0.023062,1701.284361,1145.469466,-0.066492,-0.105649,9,0.130486,0.160289,2011-02-18,False,20.610001
2011-03-22,98.811005,2.934623,89.94873,0.098526,90.848218,89.049243,0.174592,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.46%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.003469,-0.007038,-0.005253,1692.347014,1141.496154,-0.071396,-0.108751,9,0.130486,0.160289,2011-02-18,False,20.209999
2011-03-23,99.093819,2.953448,90.044707,0.100496,90.945154,89.14426,0.173791,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.38%, above 15% through 25%; target 50% SSO / 50% SPY.",0.002862,0.006415,0.004638,1700.196951,1144.763311,-0.067089,-0.1062,9,0.130486,0.160289,2011-02-18,False,19.17
2011-03-24,100.041473,3.008474,90.147558,0.109752,91.049033,89.246082,0.177222,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.72%, above 15% through 25%; target 50% SSO / 50% SPY.",0.009563,0.018631,0.014097,1724.164907,1155.71092,-0.053938,-0.097652,9,0.130486,0.160289,2011-02-18,False,18.0
2011-03-25,100.347206,3.027588,90.240322,0.112,91.142725,89.337919,0.173292,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.33%, above 15% through 25%; target 50% SSO / 50% SPY.",0.003056,0.006353,0.004705,1732.276562,1159.242842,-0.049487,-0.094895,9,0.130486,0.160289,2011-02-18,False,17.91
2011-03-28,100.102615,3.013108,90.329877,0.108189,91.233176,89.426578,0.171824,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 17.18%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.002437,-0.004783,-0.00361,1726.023036,1156.417251,-0.052918,-0.097101,9,0.130486,0.160289,2011-02-18,False,19.440001
2011-03-29,100.775162,3.054813,90.423432,0.114481,91.327666,89.519198,0.162521,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 16.25%, above 15% through 25%; target 50% SSO / 50% SPY.",0.006719,0.013841,0.01028,1743.766107,1164.186721,-0.043182,-0.091035,9,0.130486,0.160289,2011-02-18,False,18.16
2011-03-30,101.470688,3.093041,90.511135,0.121085,91.416246,89.606024,0.163984,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 16.40%, above 15% through 25%; target 50% SSO / 50% SPY.",0.006902,0.012514,0.009708,1760.694412,1172.22166,-0.033894,-0.084761,9,0.130486,0.160289,2011-02-18,False,17.709999
2011-03-31,101.333107,3.08551,90.5983,0.118488,91.504283,89.692317,0.152232,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.22%, above 15% through 25%; target 50% SSO / 50% SPY.",-0.001356,-0.002435,-0.001895,1757.357378,1170.632282,-0.035725,-0.086002,9,0.130486,0.160289,2011-02-18,False,17.74
2011-04-01,101.761055,3.110417,90.68693,0.122114,91.5938,89.780061,0.150325,No Action,SSO,No Action,50% SSO / 50% SPY,0.5,0.5,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 15.03%, above 15% through 25%; target 50% SSO / 50% SPY.",0.004223,0.008072,0.006148,1768.16114,1175.576074,-0.029797,-0.082142,9,0.130486,0.160289,2011-02-18,False,17.4
2011-04-04,101.845131,3.117947,90.775525,0.121945,91.68328,89.86777,0.147039,No Action,SSO,Rebalance to SSO,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 14.70%, at or below 15%; target 100% SSO.",0.000826,0.002421,0.001624,1771.031904,1176.547345,-0.028221,-0.081384,9,0.130486,0.160289,2011-02-18,False,17.5
2011-04-05,101.829849,3.116209,90.865248,0.120669,91.773901,89.956596,0.144142,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 14.41%, at or below 15%; target 100% SSO.",-0.00015,-0.000558,-0.000558,1770.044252,1176.370807,-0.028763,-0.081522,9,0.130486,0.160289,2011-02-18,False,17.25
2011-04-06,102.150848,3.134165,90.963504,0.122987,91.873139,90.053869,0.144243,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 14.42%, at or below 15%; target 100% SSO.",0.003152,0.005762,0.005762,1780.24376,1180.079091,-0.023167,-0.078626,9,0.130486,0.160289,2011-02-18,False,16.9
2011-04-07,101.891022,3.122001,91.06174,0.118922,91.972357,90.151123,0.125977,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 12.60%, at or below 15%; target 100% SSO.",-0.002544,-0.003881,-0.003881,1773.334665,1177.077491,-0.026958,-0.08097,9,0.130486,0.160289,2011-02-18,False,17.110001
2011-04-08,101.539413,3.097095,91.165032,0.113798,92.076683,90.253382,0.125468,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 12.55%, at or below 15%; target 100% SSO.",-0.003451,-0.007978,-0.007978,1759.187394,1173.0156,-0.034721,-0.084141,9,0.130486,0.160289,2011-02-18,False,17.870001
2011-04-11,101.233742,3.080298,91.265102,0.109227,92.177753,90.352451,0.123658,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 12.37%, at or below 15%; target 100% SSO.",-0.00301,-0.005423,-0.005423,1749.646593,1169.484383,-0.039956,-0.086899,9,0.130486,0.160289,2011-02-18,False,16.59
2011-04-12,100.477127,3.032802,91.362669,0.099761,92.276296,90.449042,0.118986,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.90%, at or below 15%; target 100% SSO.",-0.007474,-0.015419,-0.015419,1722.668378,1160.74373,-0.054759,-0.093723,9,0.130486,0.160289,2011-02-18,False,17.09
2011-04-13,100.46946,3.031064,91.472696,0.098355,92.387423,90.557969,0.093381,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.34%, at or below 15%; target 100% SSO.",-7.6e-05,-0.000573,-0.000573,1721.680997,1160.655152,-0.055301,-0.093792,9,0.130486,0.160289,2011-02-18,False,16.92
2011-04-14,100.545891,3.036277,91.586833,0.09782,92.502701,90.670965,0.08401,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.40%, at or below 15%; target 100% SSO.",0.000761,0.00172,0.00172,1724.641922,1161.53811,-0.053676,-0.093103,9,0.130486,0.160289,2011-02-18,False,16.27
2011-04-15,100.912735,3.060605,91.704535,0.100412,92.621581,90.78749,0.084013,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.40%, at or below 15%; target 100% SSO.",0.003649,0.008012,0.008012,1738.460517,1165.776011,-0.046094,-0.089794,9,0.130486,0.160289,2011-02-18,False,15.32
2011-04-18,99.781601,2.988779,91.81869,0.086724,92.736877,90.900504,0.079017,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 7.90%, at or below 15%; target 100% SSO.",-0.011209,-0.023468,-0.023468,1697.662895,1152.708791,-0.06848,-0.099996,9,0.130486,0.160289,2011-02-18,False,16.959999
2011-04-19,100.354843,3.022376,91.933189,0.091606,92.852521,91.013858,0.07991,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 7.99%, at or below 15%; target 100% SSO.",0.005745,0.011241,0.011241,1716.746123,1159.331067,-0.058009,-0.094826,9,0.130486,0.160289,2011-02-18,False,15.83
2011-04-20,101.722862,3.105204,92.042331,0.105175,92.962754,91.121907,0.091868,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.19%, at or below 15%; target 100% SSO.",0.013632,0.027405,0.027405,1763.793593,1175.134859,-0.032193,-0.082487,9,0.130486,0.160289,2011-02-18,False,15.07
2011-04-21,102.242561,3.135902,92.150118,0.109522,93.071619,91.228616,0.087843,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.78%, at or below 15%; target 100% SSO.",0.005109,0.009886,0.009886,1781.230464,1181.138588,-0.022625,-0.077799,9,0.130486,0.160289,2011-02-18,False,14.69
2011-04-25,102.135559,3.133007,92.254358,0.107108,93.176901,91.331814,0.087841,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.78%, at or below 15%; target 100% SSO.",-0.001047,-0.000923,-0.000923,1779.586002,1179.902464,-0.023528,-0.078764,9,0.130486,0.160289,2011-02-18,False,15.77
2011-04-26,103.014465,3.185717,92.362729,0.115325,93.286356,91.439102,0.090969,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.10%, at or below 15%; target 100% SSO.",0.008605,0.016824,0.016824,1809.525682,1190.055868,-0.0071,-0.070837,9,0.130486,0.160289,2011-02-18,False,15.62
2011-04-27,103.686996,3.226262,92.468326,0.121324,93.393009,91.543643,0.090826,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.08%, at or below 15%; target 100% SSO.",0.006529,0.012727,0.012727,1832.555727,1197.825162,0.0,-0.064771,9,0.130486,0.160289,2011-02-18,False,15.35
2011-04-28,104.023277,3.250009,92.575642,0.123657,93.501399,91.649886,0.088814,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.88%, at or below 15%; target 100% SSO.",0.003243,0.007361,0.007361,1846.044698,1201.709985,0.0,-0.061738,9,0.130486,0.160289,2011-02-18,False,14.62
2011-04-29,104.267822,3.262752,92.684069,0.124981,93.610909,91.757228,0.088341,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.83%, at or below 15%; target 100% SSO.",0.002351,0.003921,0.003921,1853.282875,1204.535046,0.0,-0.059532,9,0.130486,0.160289,2011-02-18,False,14.75
2011-05-02,104.107353,3.254064,92.803062,0.121809,93.731092,91.875031,0.088304,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.83%, at or below 15%; target 100% SSO.",-0.001539,-0.002663,-0.002663,1848.348001,1202.681257,-0.002663,-0.060979,9,0.130486,0.160289,2011-02-18,False,15.99
2011-05-03,103.73288,3.227419,92.917811,0.116394,93.846989,91.988633,0.089904,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 8.99%, at or below 15%; target 100% SSO.",-0.003597,-0.008188,-0.008188,1833.213213,1198.355219,-0.010829,-0.064357,9,0.130486,0.160289,2011-02-18,False,16.700001
2011-05-04,103.045029,3.184558,93.024641,0.107718,93.954887,92.094394,0.093799,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.38%, at or below 15%; target 100% SSO.",-0.006631,-0.01328,-0.01328,1808.867519,1190.408946,-0.023966,-0.070561,9,0.130486,0.160289,2011-02-18,False,17.08
2011-05-05,102.11264,3.128952,93.132116,0.096428,94.063438,92.200795,0.099252,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.93%, at or below 15%; target 100% SSO.",-0.009048,-0.017461,-0.017461,1777.282429,1179.6377,-0.041009,-0.078971,9,0.130486,0.160289,2011-02-18,False,18.200001
2011-05-06,102.563545,3.154438,93.232849,0.100079,94.165178,92.300521,0.099959,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.00%, at or below 15%; target 100% SSO.",0.004416,0.008145,0.008145,1791.758917,1184.846696,-0.033197,-0.074904,9,0.130486,0.160289,2011-02-18,False,18.4
2011-05-09,102.960953,3.179923,93.331993,0.103169,94.265313,92.398673,0.099648,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.96%, at or below 15%; target 100% SSO.",0.003875,0.008079,0.008079,1806.234999,1189.437674,-0.025386,-0.07132,9,0.130486,0.160289,2011-02-18,False,17.16
2011-05-10,103.839851,3.234949,93.431201,0.111404,94.365513,92.496889,0.102317,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.23%, at or below 15%; target 100% SSO.",0.008536,0.017304,0.017304,1837.490465,1199.590991,-0.008521,-0.063392,9,0.130486,0.160289,2011-02-18,False,15.91
2011-05-11,102.746986,3.168338,93.524983,0.098605,94.460233,92.589733,0.10628,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.63%, at or below 15%; target 100% SSO.",-0.010525,-0.020591,-0.020591,1799.65458,1186.965867,-0.028937,-0.073249,9,0.130486,0.160289,2011-02-18,False,16.950001
2011-05-12,103.236084,3.196142,93.623921,0.102668,94.56016,92.687682,0.106931,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.69%, at or below 15%; target 100% SSO.",0.00476,0.008776,0.008776,1815.447667,1192.616078,-0.020415,-0.068838,9,0.130486,0.160289,2011-02-18,False,16.030001
2011-05-13,102.441261,3.146329,93.720918,0.093046,94.658127,92.783709,0.111692,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.17%, at or below 15%; target 100% SSO.",-0.007699,-0.015586,-0.015586,1787.15299,1183.434033,-0.035683,-0.076007,9,0.130486,0.160289,2011-02-18,False,17.07
2011-05-16,101.791664,3.105783,93.814742,0.085028,94.75289,92.876595,0.114103,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.41%, at or below 15%; target 100% SSO.",-0.006341,-0.012887,-0.012887,1764.122539,1175.92968,-0.048109,-0.081866,9,0.130486,0.160289,2011-02-18,False,18.24
2011-05-17,101.776382,3.106363,93.899116,0.083891,94.838107,92.960125,0.105536,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.55%, at or below 15%; target 100% SSO.",-0.00015,0.000187,0.000187,1764.451621,1175.753141,-0.047932,-0.082004,9,0.130486,0.160289,2011-02-18,False,17.549999
2011-05-18,102.685806,3.159651,93.99007,0.092518,94.92997,93.050169,0.108013,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.80%, at or below 15%; target 100% SSO.",0.008936,0.017154,0.017154,1794.719842,1186.259094,-0.0316,-0.073801,9,0.130486,0.160289,2011-02-18,False,16.23
2011-05-19,102.930405,3.17529,94.079423,0.09408,95.020217,93.138628,0.097687,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 9.77%, at or below 15%; target 100% SSO.",0.002382,0.00495,0.00495,1803.603157,1189.084773,-0.026806,-0.071595,9,0.130486,0.160289,2011-02-18,False,15.52
2011-05-20,102.11264,3.126635,94.165139,0.0844,95.10679,93.223487,0.100655,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.07%, at or below 15%; target 100% SSO.",-0.007945,-0.015323,-0.015323,1775.966508,1179.6377,-0.041719,-0.078971,9,0.130486,0.160289,2011-02-18,False,17.43
2011-05-23,100.928017,3.053075,94.246663,0.070892,95.18913,93.304197,0.108699,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.87%, at or below 15%; target 100% SSO.",-0.011601,-0.023527,-0.023527,1734.1834,1165.95255,-0.064264,-0.089656,9,0.130486,0.160289,2011-02-18,False,18.27
2011-05-24,100.843956,3.04844,94.325509,0.069106,95.268764,93.382254,0.103152,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.32%, at or below 15%; target 100% SSO.",-0.000833,-0.001518,-0.001518,1731.551152,1164.981454,-0.065684,-0.090414,9,0.130486,0.160289,2011-02-18,False,17.82
2011-05-25,101.180222,3.066396,94.408333,0.07173,95.352416,93.464249,0.100634,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.06%, at or below 15%; target 100% SSO.",0.003335,0.00589,0.00589,1741.750388,1168.866101,-0.060181,-0.087381,9,0.130486,0.160289,2011-02-18,False,17.07
2011-05-26,101.646416,3.093619,94.505082,0.075566,95.450133,93.560032,0.101546,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.15%, at or below 15%; target 100% SSO.",0.004608,0.008878,0.008878,1757.213174,1174.251724,-0.051838,-0.083176,9,0.130486,0.160289,2011-02-18,False,16.09
2011-05-27,102.036201,3.117367,94.606303,0.078535,95.552366,93.66024,0.102355,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 10.24%, at or below 15%; target 100% SSO.",0.003835,0.007676,0.007676,1770.702145,1178.754653,-0.044559,-0.079661,9,0.130486,0.160289,2011-02-18,False,15.98
2011-05-31,103.098534,3.185136,94.714041,0.088524,95.661181,93.7669,0.110112,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 11.01%, at or below 15%; target 100% SSO.",0.010411,0.021739,0.021739,1809.195788,1191.027052,-0.023789,-0.070079,9,0.130486,0.160289,2011-02-18,False,15.45
2011-06-01,100.782806,3.039172,94.810388,0.062993,95.758491,93.862284,0.13482,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.48%, at or below 15%; target 100% SSO.",-0.022461,-0.045826,-0.045826,1726.286789,1164.275035,-0.068525,-0.090966,9,0.130486,0.160289,2011-02-18,False,18.299999
2011-06-02,100.675819,3.033381,94.901192,0.060849,95.850204,93.952181,0.133399,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.34%, at or below 15%; target 100% SSO.",-0.001062,-0.001906,-0.001906,1722.997189,1163.039087,-0.0703,-0.091931,9,0.130486,0.160289,2011-02-18,False,18.09
2011-06-03,99.674644,2.973721,94.986239,0.049359,95.936101,94.036376,0.134141,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.41%, at or below 15%; target 100% SSO.",-0.009945,-0.019668,-0.019668,1689.109745,1151.473196,-0.088585,-0.100961,9,0.130486,0.160289,2011-02-18,False,17.950001
2011-06-06,98.619934,2.911165,95.073202,0.037305,96.023934,94.12247,0.136397,No Action,SSO,No Action,SSO,0.0,1.0,0.0,"Hold SSO: SPY remains above the upper SMA200 band. Volatility is 13.64%, at or below 15%; target 100% SSO.",-0.010582,-0.021037,-0.021037,1653.576756,1139.288846,-0.107758,-0.110474,9,0.130486,0.160289,2011-02-18,False,18.49
